id,category_id,minihongo,reading,english,japanese,english_litteral,sort_order,audio_file
expr-459,cat-55,人【ひと】に知【し】らせること,じょうほう,information,情報,,459,e_459_jouhou.mp3
expr-460,cat-55,人【ひと】に言葉【ことば】を出【だ】すこと,つうしん,communication,通信,,460,e_460_tsuushin.mp3
expr-461,cat-55,物【もの】を作【つく】るための知【し】ること,ぎじゅつ,technology,技術,,461,e_461_gijutsu.mp3
expr-462,cat-55,多【おお】くの物【もの】を作【つく】ること,さんぎょう,industry,産業,,462,e_462_sangyou.mp3
expr-463,cat-55,国【くに】と国【くに】で物【もの】を買【か】ったり与【あた】えたりすること,ぼうえき,trade / commerce,貿易,,463,e_463_boueki.mp3
expr-464,cat-55,人【ひと】の外【そと】にある水【みず】や空気【くうき】や土【つち】,かんきょう,environment,環境,,464,e_464_kankyou.mp3
expr-465,cat-55,水【みず】や空気【くうき】が悪【わる】くなること,おせん,pollution / contamination,汚染,,465,e_465_osen.mp3
expr-466,cat-55,人【ひと】が使【つか】える物【もの】,しげん,resources,資源,,466,e_466_shigen.mp3
expr-467,cat-55,その場所【ばしょ】にいる人【ひと】の多【おお】さ,じんこう,population,人口,,467,e_467_jinkou.mp3
expr-468,cat-55,ある人【ひと】を他【ほか】の人【ひと】より悪【わる】くすること,さべつ,discrimination,差別,,468,e_468_sabetsu.mp3
expr-469,cat-55,全部【ぜんぶ】の人【ひと】が良【よ】いとすること,びょうどう,equality,平等,,469,e_469_byoudou.mp3
expr-470,cat-55,全部【ぜんぶ】の人【ひと】が国【くに】のことを選【えら】べること,みんしゅしゅぎ,democracy,民主主義,,470,e_470_minshushugi.mp3
expr-471,cat-55,国【くに】のやることを大【おお】きく変【か】えること,かくめい,revolution,革命,,471,e_471_kakumei.mp3
expr-472,cat-55,他【ほか】の国【くに】が持【も】っている場所【ばしょ】,しょくみんち,colony,植民地,,472,e_472_shokuminchi.mp3
expr-473,cat-55,他【ほか】の国【くに】に行【い】ってそこにいる人【ひと】,いみん,immigrant / migration,移民,,473,e_473_imin.mp3
expr-474,cat-55,怖【こわ】いので国【くに】から出【で】た人【ひと】,なんみん,refugee,難民,,474,e_474_nanmin.mp3
expr-475,cat-56,多【おお】くの人【ひと】がいる場所【ばしょ】,まち,town,町,,475,e_475_machi.mp3
expr-476,cat-56,とても多【おお】くの人【ひと】がいる大【おお】きい場所【ばしょ】,し,city,市,,476,e_476_shi.mp3
expr-477,cat-56,人【ひと】が少【すこ】しだけいる場所【ばしょ】,むら,village,村,,477,e_477_mura.mp3
expr-478,cat-56,人【ひと】が来【く】る物【もの】を待【ま】つ場所【ばしょ】,えき,station,駅,,478,e_478_eki.mp3
expr-479,cat-56,物【もの】を買【か】う場所【ばしょ】,みせ,shop/store,店,,479,e_479_mise.mp3
expr-480,cat-56,体【からだ】が悪【わる】い人【ひと】を助【たす】ける場所【ばしょ】,びょういん,hospital,病院,,480,e_480_byouin.mp3
expr-481,cat-56,お金【おかね】を守【まも】る場所【ばしょ】,ぎんこう,bank,銀行,,481,e_481_ginkou.mp3
expr-482,cat-56,書【か】いた物【もの】を他【ほか】の人【ひと】に与【あた】える場所【ばしょ】,ゆうびんきょく,post office,郵便局,,482,e_482_yuubinkyoku.mp3
expr-483,cat-56,本【ほん】を読【よ】む場所【ばしょ】,としょかん,library,図書館,,483,e_483_toshokan.mp3
expr-484,cat-56,きれいな物【もの】を見【み】る場所【ばしょ】,びじゅつかん,art museum,美術館,,484,e_484_bijutsukan.mp3
expr-485,cat-56,国【くに】の物【もの】を見【み】る場所【ばしょ】,はくぶつかん,museum,博物館,,485,e_485_hakubutsukan.mp3
expr-486,cat-56,人【ひと】が見【み】せる事【こと】をする場所【ばしょ】,げきじょう,theater,劇場,,486,e_486_gekijou.mp3
expr-487,cat-56,大【おお】きい光【ひかり】の物【もの】を見【み】る場所【ばしょ】,えいがかん,cinema/movie theater,映画館,,487,e_487_eigakan.mp3
expr-488,cat-56,外【そと】で楽【たの】しくいられる場所【ばしょ】,こうえん,park,公園,,488,e_488_kouen.mp3
expr-489,cat-56,多【おお】くの人【ひと】が来【く】る外【そと】の場所【ばしょ】,ひろば,plaza/square,広場,,489,e_489_hiroba.mp3
expr-490,cat-56,水【みず】の上【うえ】を行【い】く道【みち】,はし,bridge,橋,,490,e_490_hashi.mp3
expr-491,cat-56,高【たか】くて長【なが】い物【もの】,とう,tower,塔,,491,e_491_tou.mp3
expr-492,cat-56,強【つよ】い人【ひと】が守【まも】る大【おお】きい家【いえ】,しろ,castle,城,,492,e_492_shiro.mp3
expr-493,cat-56,人【ひと】が心【こころ】の事【こと】を考【かんが】える場所【ばしょ】,てら,Buddhist temple,寺,,493,e_493_tera.mp3
expr-494,cat-56,この国【くに】の心【こころ】に言【い】う場所【ばしょ】,じんじゃ,Shinto shrine,神社,,494,e_494_jinja.mp3
expr-495,cat-56,人【ひと】が心【こころ】に良【よ】いことを聞【き】く場所【ばしょ】,きょうかい,church,教会,,495,e_495_kyoukai.mp3
expr-496,cat-56,物【もの】を作【つく】る場所【ばしょ】,こうじょう,factory,工場,,496,e_496_koujou.mp3
expr-497,cat-56,物【もの】を中【なか】に入【い】れて守【まも】る場所【ばしょ】,そうこ,warehouse,倉庫,,497,e_497_souko.mp3
expr-498,cat-56,海【うみ】を動【うご】く物【もの】が来【く】る場所【ばしょ】,みなと,harbor/port,港,,498,e_498_minato.mp3
expr-499,cat-56,空【そら】を動【うご】く物【もの】が出【で】る場所【ばしょ】,くうこう,airport,空港,,499,e_499_kuukou.mp3
expr-500,cat-56,物【もの】が速【はや】く動【うご】く道【みち】,どうろ,road,道路,,500,e_500_douro.mp3
expr-501,cat-56,道【みち】と道【みち】が会【あ】う場所【ばしょ】,こうさてん,intersection,交差点,,501,e_501_kousaten.mp3
expr-502,cat-56,赤【あか】と青【あお】の光【ひかり】で動【うご】くのを止【と】める物【もの】,しんごう,traffic light,信号,,502,e_502_shingou.mp3
expr-503,cat-56,上【うえ】に行【い】くための道【みち】,かいだん,stairs,階段,,503,e_503_kaidan.mp3
expr-504,cat-56,中【なか】に入【はい】るための場所【ばしょ】,いりぐち,entrance,入口,,504,e_504_iriguchi.mp3
expr-505,cat-56,外【そと】に出【で】るための場所【ばしょ】,でぐち,exit,出口,,505,e_505_deguchi.mp3
expr-506,cat-56,家【いえ】にあって外【そと】が見【み】えるもの,まど,window,窓,,506,e_506_mado.mp3
expr-507,cat-56,開【あ】いたり閉【し】めたりする物【もの】,とびら,door,扉,,507,e_507_tobira.mp3
expr-508,cat-56,外【そと】と中【なか】の入【い】り口【ぐち】にある大【おお】きい物【もの】,もん,gate,門,,508,e_508_mon.mp3
expr-509,cat-56,家【いえ】の一【いち】ばん上【うえ】にある物【もの】,やね,roof,屋根,,509,e_509_yane.mp3
expr-510,cat-56,家【いえ】の外【そと】にある石【いし】や木【き】でできた物【もの】,かべ,wall,壁,,510,e_510_kabe.mp3
expr-511,cat-56,家【いえ】の中【なか】で足【あし】が上【うえ】にある下【した】の物【もの】,ゆか,floor,床,,511,e_511_yuka.mp3
expr-512,cat-56,家【いえ】の中【なか】の一【いち】ばん上【うえ】,てんじょう,ceiling,天井,,512,e_512_tenjou.mp3
expr-513,cat-56,家【いえ】の外【そと】にある草【くさ】の場所【ばしょ】,にわ,garden/yard,庭,,513,e_513_niwa.mp3
expr-514,cat-56,家【いえ】の中【なか】で食【た】べ物【もの】を作【つく】る場所【ばしょ】,だいどころ,kitchen,台所,,514,e_514_daidokoro.mp3
expr-515,cat-56,家【いえ】の中【なか】で人【ひと】が楽【たの】しくいる場所【ばしょ】,いま,living room,居間,,515,e_515_ima.mp3
expr-516,cat-56,家【いえ】の中【なか】で寝【ね】る場所【ばしょ】,しんしつ,bedroom,寝室,,516,e_516_shinshitsu.mp3
expr-517,cat-56,土【つち】の下【した】,ちか,underground/basement,地下,,517,e_517_chika.mp3
expr-518,cat-56,土【つち】の上【うえ】,ちじょう,above ground,地上,,518,e_518_chijou.mp3
expr-519,cat-56,海【うみ】の中【なか】にある土【つち】の場所【ばしょ】,しま,island,島,,519,e_519_shima.mp3
expr-520,cat-56,水【みず】がなくて暑【あつ】い場所【ばしょ】,さばく,desert,砂漠,,520,e_520_sabaku.mp3
expr-521,cat-56,木【き】が多【おお】くある場所【ばしょ】,もり,forest,森,,521,e_521_mori.mp3
expr-522,cat-56,山【やま】と山【やま】の下【した】にある場所【ばしょ】,たに,valley,谷,,522,e_522_tani.mp3
expr-523,cat-56,山【やま】から海【うみ】へ水【みず】が動【うご】く道【みち】,かわ,river,川,,523,e_523_kawa.mp3
expr-524,cat-57,道【みち】を速【はや】く動【うご】く物【もの】,くるま,car,車,,524,e_524_kuruma.mp3
expr-525,cat-57,道【みち】の上【うえ】を動【うご】く長【なが】い物【もの】,でんしゃ,train,電車,,525,e_525_densha.mp3
expr-526,cat-57,多【おお】くの人【ひと】が中【なか】に入【はい】る大【おお】きい物【もの】,ばす,bus,バス,,526,e_526_basu.mp3
expr-527,cat-57,空【そら】を動【うご】く物【もの】,ひこうき,airplane,飛行機,,527,e_527_hikouki.mp3
expr-528,cat-57,海【うみ】を動【うご】く物【もの】,ふね,ship/boat,船,,528,e_528_fune.mp3
expr-529,cat-57,足【あし】を使【つか】って動【うご】かす物【もの】,じてんしゃ,bicycle,自転車,,529,e_529_jitensha.mp3
expr-530,cat-57,お金【おかね】を与【あた】えて中【なか】に入【はい】る物【もの】,たくしー,taxi,タクシー,,530,e_530_takushii.mp3
expr-531,cat-57,重【おも】い物【もの】を持【も】って動【うご】く大【おお】きい物【もの】,とらっく,truck,トラック,,531,e_531_torakku.mp3
expr-532,cat-57,速【はや】く動【うご】ける大【おお】きい道【みち】,こうそくどうろ,highway/expressway,高速道路,,532,e_532_kousokudouro.mp3
expr-533,cat-57,長【なが】い物【もの】が動【うご】く道【みち】,てつどう,railway system,鉄道,,533,e_533_tetsudou.mp3
expr-534,cat-57,長【なが】い物【もの】が上【うえ】を動【うご】く道【みち】,せんろ,railroad tracks,線路,,534,e_534_senro.mp3
expr-535,cat-57,物【もの】を動【うご】かすこと,うんてん,driving,運転,,535,e_535_unten.mp3
expr-536,cat-57,場所【ばしょ】を出【で】ること,しゅっぱつ,departure,出発,,536,e_536_shuppatsu.mp3
expr-537,cat-57,場所【ばしょ】に来【く】ること,とうちゃく,arrival,到着,,537,e_537_touchaku.mp3
expr-538,cat-57,他【ほか】の場所【ばしょ】に行【い】くこと,りょこう,travel/trip,旅行,,538,e_538_ryokou.mp3
expr-539,cat-57,他【ほか】の場所【ばしょ】を見【み】ること,かんこう,sightseeing,観光,,539,e_539_kankou.mp3
expr-540,cat-57,道【みち】や場所【ばしょ】を教【おし】えること,あんない,guidance/guide,案内,,540,e_540_annai.mp3
expr-541,cat-57,場所【ばしょ】を書【か】いた物【もの】,ちず,map,地図,,541,e_541_chizu.mp3
expr-542,cat-57,中【なか】に入【はい】るために買【か】う物【もの】,きっぷ,ticket,切符,,542,e_542_kippu.mp3
expr-543,cat-57,他【ほか】の国【くに】に行【い】くときに必要【ひつよう】な本【ほん】,ぱすぽーと,passport,パスポート,,543,e_543_pasupooto.mp3
expr-544,cat-57,行【い】く時【とき】に持【も】って行【い】く物【もの】,にもつ,luggage/baggage,荷物,,544,e_544_nimotsu.mp3
expr-545,cat-57,座【すわ】る場所【ばしょ】,ざせき,seat,座席,,545,e_545_zaseki.mp3
expr-546,cat-57,どのくらい速【はや】いかということ,そくど,speed,速度,,546,e_546_sokudo.mp3
expr-547,cat-57,二【ふた】つの場所【ばしょ】がどのくらい近【ちか】くないか,きょり,distance,距離,,547,e_547_kyori.mp3
expr-548,cat-57,どちらに行【い】くかということ,ほうこう,direction,方向,,548,e_548_houkou.mp3
expr-549,cat-57,道【みち】を人【ひと】や物【もの】が動【うご】くこと,こうつう,traffic/transportation,交通,,549,e_549_koutsuu.mp3
expr-550,cat-57,物【もの】が動【うご】けなくなること,じゅうたい,traffic jam,渋滞,,550,e_550_juutai.mp3
expr-551,cat-57,悪【わる】いことが起【お】こること,じこ,accident,事故,,551,e_551_jiko.mp3
expr-552,cat-57,中【なか】に入【はい】るために与【あた】えるお金【おかね】,うんちん,fare,運賃,,552,e_552_unchin.mp3
expr-553,cat-57,行【い】くだけで来【こ】ない道【みち】,かたみち,one-way,片道,,553,e_553_katamichi.mp3
expr-554,cat-57,行【い】って来【く】ること,おうふく,round trip,往復,,554,e_554_oufuku.mp3
expr-555,cat-57,行【い】きたい場所【ばしょ】,もくてきち,destination,目的地,,555,e_555_mokutekichi.mp3
expr-556,cat-57,他【ほか】の国【くに】,がいこく,foreign country,外国,,556,e_556_gaikoku.mp3
expr-557,cat-57,もとの国【くに】に来【く】ること,きこく,returning to home country,帰国,,557,e_557_kikoku.mp3
expr-558,cat-57,道【みち】が見【み】えなくなった子供【こども】,まいご,lost child,迷子,,558,e_558_maigo.mp3
expr-559,cat-57,始【はじ】まりと終【お】わりの前【まえ】,とちゅう,on the way/midway,途中,,559,e_559_tochuu.mp3
expr-560,cat-57,物【もの】の中【なか】に入【はい】る人【ひと】,じょうきゃく,passenger,乗客,,560,e_560_joukyaku.mp3
expr-561,cat-57,物【もの】を動【うご】かす人【ひと】,うんてんしゅ,driver,運転手,,561,e_561_untenshu.mp3
expr-562,cat-57,動【うご】く物【もの】が止【と】まって終【お】わる場所【ばしょ】,しゅうてん,final stop/terminus,終点,,562,e_562_shuuten.mp3
expr-563,cat-58,空【そら】から白【しろ】くて寒【さむ】い水【みず】が来【く】ること,ゆき,snow,雪,,563,e_563_yuki.mp3
expr-564,cat-58,寒【さむ】くなった水【みず】,こおり,ice,氷,,564,e_564_koori.mp3
expr-565,cat-58,白【しろ】い空気【くうき】で何【なに】も見【み】えなくなること,きり,fog/mist,霧,,565,e_565_kiri.mp3
expr-566,cat-58,空【そら】にある白【しろ】い水【みず】の物【もの】,くも,cloud,雲,,566,e_566_kumo.mp3
expr-567,cat-58,雨【あめ】の後【あと】に空【そら】に出【で】る色【いろ】の光【ひかり】,にじ,rainbow,虹,,567,e_567_niji.mp3
expr-568,cat-58,空【そら】で大【おお】きい音【おと】と光【ひかり】が起【お】こること,かみなり,thunder/lightning,雷,,568,e_568_kaminari.mp3
expr-569,cat-58,強【つよ】い風【かぜ】と雨【あめ】が来【く】ること,たいふう,typhoon,台風,,569,e_569_taifuu.mp3
expr-570,cat-58,土【つち】が動【うご】くこと,じしん,earthquake,地震,,570,e_570_jishin.mp3
expr-571,cat-58,水【みず】が多【おお】くなって場所【ばしょ】が水【みず】の中【なか】に入【はい】ること,こうずい,flood,洪水,,571,e_571_kouzui.mp3
expr-572,cat-58,外【そと】で起【お】こる悪【わる】いこと,さいがい,disaster,災害,,572,e_572_saigai.mp3
expr-573,cat-58,山【やま】や土【つち】の中【なか】にある大【おお】きい水【みず】,みずうみ,lake,湖,,573,e_573_mizuumi.mp3
expr-574,cat-58,山【やま】や土【つち】の中【なか】にある水【みず】,いけ,pond,池,,574,e_574_ike.mp3
expr-575,cat-58,高【たか】い場所【ばしょ】から水【みず】が下【した】に出【で】てくること,たき,waterfall,滝,,575,e_575_taki.mp3
expr-576,cat-58,土【つち】の中【なか】から水【みず】が出【で】てくる場所【ばしょ】,いずみ,spring/fountain,泉,,576,e_576_izumi.mp3
expr-577,cat-58,木【き】が多【おお】くある場所【ばしょ】,はやし,grove/woodland,林,,577,e_577_hayashi.mp3
expr-578,cat-58,食【た】べ物【もの】を作【つく】る土【つち】の場所【ばしょ】,はたけ,field/farmland,畑,,578,e_578_hatake.mp3
expr-579,cat-58,水【みず】を使【つか】って食【た】べ物【もの】を作【つく】る場所【ばしょ】,たんぼ,rice paddy,田んぼ,,579,e_579_tanbo.mp3
expr-580,cat-58,海【うみ】や山【やま】にある石【いし】でできた物【もの】,すな,sand,砂,,580,e_580_suna.mp3
expr-581,cat-58,草【くさ】や木【き】にある色【いろ】のある物【もの】,はな,flower,花,,581,e_581_hana.mp3
expr-582,cat-58,白【しろ】や赤【あか】の色【いろ】の木【き】の物【もの】,さくら,cherry blossom,桜,,582,e_582_sakura.mp3
expr-583,cat-58,木【き】の緑【みどり】の物【もの】,は,leaf,葉,,583,e_583_ha.mp3
expr-584,cat-58,木【き】や草【くさ】の土【つち】の中【なか】にある物【もの】,ね,root,根,,584,e_584_ne.mp3
expr-585,cat-58,草【くさ】や木【き】になる前【まえ】の物【もの】,たね,seed,種,,585,e_585_tane.mp3
expr-586,cat-58,木【き】にある食【た】べられる物【もの】,み,fruit/berry,実,,586,e_586_mi.mp3
expr-587,cat-58,空【そら】を動【うご】く動物【どうぶつ】,とり,bird,鳥,,587,e_587_tori.mp3
expr-588,cat-58,水【みず】の中【なか】で生【い】きる動物【どうぶつ】,さかな,fish,魚,,588,e_588_sakana.mp3
expr-589,cat-58,足【あし】が多【おお】い動物【どうぶつ】,むし,insect/bug,虫,,589,e_589_mushi.mp3
expr-590,cat-58,人【ひと】と生【い】きる動物【どうぶつ】,いぬ,dog,犬,,590,e_590_inu.mp3
expr-591,cat-58,家【いえ】にいる動物【どうぶつ】,ねこ,cat,猫,,591,e_591_neko.mp3
expr-592,cat-58,大【おお】きくて強【つよ】い動物【どうぶつ】で人【ひと】が上【うえ】に座【すわ】るもの,うま,horse,馬,,592,e_592_uma.mp3
expr-593,cat-58,白【しろ】と黒【くろ】の大【おお】きい動物【どうぶつ】,うし,cow,牛,,593,e_593_ushi.mp3
expr-594,cat-58,足【あし】がなくて長【なが】い動物【どうぶつ】,へび,snake,蛇,,594,e_594_hebi.mp3
expr-595,cat-58,大【おお】きくて強【つよ】くて怖【こわ】い動物【どうぶつ】,くま,bear,熊,,595,e_595_kuma.mp3
expr-596,cat-58,空【そら】を動【うご】く動物【どうぶつ】が作【つく】る物【もの】,たまご,egg,卵,,596,e_596_tamago.mp3
expr-597,cat-58,空【そら】を動【うご】く動物【どうぶつ】が使【つか】う物【もの】,はね,feather/wing,羽,,597,e_597_hane.mp3
expr-598,cat-58,年【とし】の中【なか】で暑【あつ】さや寒【さむ】さが変【か】わる時【とき】,きせつ,season,季節,,598,e_598_kisetsu.mp3
expr-599,cat-58,寒【さむ】い時【とき】の後【あと】で暑【あつ】くなる前【まえ】の時【とき】,はる,spring,春,,599,e_599_haru.mp3
expr-600,cat-58,年【とし】で一【いち】ばん暑【あつ】い時【とき】,なつ,summer,夏,,600,e_600_natsu.mp3
expr-601,cat-58,暑【あつ】い時【とき】の後【あと】で寒【さむ】くなる前【まえ】の時【とき】,あき,autumn/fall,秋,,601,e_601_aki.mp3
expr-602,cat-58,年【とし】で一【いち】ばん寒【さむ】い時【とき】,ふゆ,winter,冬,,602,e_602_fuyu.mp3
expr-603,cat-58,太陽【たいよう】が空【そら】に出【で】てくること,ひので,sunrise,日の出,,603,e_603_hinode.mp3
expr-604,cat-58,太陽【たいよう】が下【した】に入【はい】ること,ひのいり,sunset,日の入り,,604,e_604_hinoiri.mp3
expr-605,cat-58,太陽【たいよう】が出【で】てきた後【あと】の時【とき】,あさ,morning,朝,,605,e_605_asa.mp3
expr-606,cat-58,海【うみ】の水【みず】が上【うえ】に来【く】たり下【した】に行【い】ったりすること,しお,tide,潮,,606,e_606_shio.mp3
expr-607,cat-58,海【うみ】の水【みず】が動【うご】くこと,なみ,wave,波,,607,e_607_nami.mp3
expr-608,cat-59,火【ひ】で作【つく】った食【た】べ物【もの】,りょうり,"cooking, dish",料理,,608,e_608_ryouri.mp3
expr-609,cat-59,食【た】べる事【こと】,しょくじ,meal,食事,,609,e_609_shokuji.mp3
expr-610,cat-59,日【にち】の始【はじ】まりに食【た】べる物【もの】,ちょうしょく,breakfast,朝食,,610,e_610_choushoku.mp3
expr-611,cat-59,日【にち】の中【なか】の時【とき】に食【た】べる物【もの】,ちゅうしょく,lunch,昼食,,611,e_611_chuushoku.mp3
expr-612,cat-59,夜【よる】に食【た】べる物【もの】,ゆうしょく,dinner,夕食,,612,e_612_yuushoku.mp3
expr-613,cat-59,外【そと】で食【た】べるために作【つく】った食【た】べ物【もの】,べんとう,packed lunch,弁当,,613,e_613_bentou.mp3
expr-614,cat-59,子供【こども】が好【す】きな食【た】べ物【もの】,おかし,"sweets, snacks",お菓子,,614,e_614_okashi.mp3
expr-615,cat-59,草【くさ】から作【つく】った白【しろ】い食【た】べ物【もの】,ぱん,bread,パン,,615,e_615_pan.mp3
expr-616,cat-59,日【に】ほんで多【おお】く食【た】べる白【しろ】い食【た】べ物【もの】,こめ,rice (uncooked),米,,616,e_616_kome.mp3
expr-617,cat-59,水【みず】で作【つく】った白【しろ】い草【くさ】の食【た】べ物【もの】,ごはん,"cooked rice, meal",ご飯,,617,e_617_gohan.mp3
expr-618,cat-59,動【どう】物【ぶつ】の体【からだ】の食【た】べ物【もの】,にく,meat,肉,,618,e_618_niku.mp3
expr-619,cat-59,水【みず】の中【なか】にいる動【どう】物【ぶつ】,さかな,fish,魚,,619,e_619_sakana.mp3
expr-620,cat-59,土【つち】から出【で】る食【た】べる草【くさ】,やさい,vegetables,野菜,,620,e_620_yasai.mp3
expr-621,cat-59,木【き】からもらう食【た】べ物【もの】,くだもの,fruit,果物,,621,e_621_kudamono.mp3
expr-622,cat-59,動物【どうぶつ】から出【で】る白【しろ】い食【た】べ物【もの】,たまご,egg,卵,,622,e_622_tamago.mp3
expr-623,cat-59,海【うみ】の水【みず】から作【つく】る白【しろ】い物【もの】,しお,salt,塩,,623,e_623_shio.mp3
expr-624,cat-59,食【た】べ物【もの】を良【よ】い感【かん】じにする白【しろ】い物【もの】,さとう,sugar,砂糖,,624,e_624_satou.mp3
expr-625,cat-59,黒【くろ】い色【いろ】の食【た】べ物【もの】に使【つか】う水【みず】,しょうゆ,soy sauce,醤油,,625,e_625_shouyu.mp3
expr-626,cat-59,口【くち】で感【かん】じる事【こと】,あじ,"taste, flavor",味,,626,e_626_aji.mp3
expr-627,cat-59,鼻【はな】で感【かん】じる事【こと】,においい,"smell, scent",匂い,,627,e_627_nioii.mp3
expr-628,cat-59,飲【の】むと体【からだ】が変【へん】になる水【みず】,さけ,"alcohol, sake",酒,,628,e_628_sake.mp3
expr-629,cat-59,草【くさ】から作【つく】った飲【の】み物【もの】,おちゃ,tea,お茶,,629,e_629_ocha.mp3
expr-630,cat-59,木【き】の食【た】べ物【もの】から出【で】る水【みず】,じゅーす,juice,ジュース,,630,e_630_juusu.mp3
expr-631,cat-59,動【どう】物【ぶつ】の体【からだ】から出【で】る白【しろ】い飲【の】み物【もの】,ぎゅうにゅう,milk,牛乳,,631,e_631_gyuunyuu.mp3
expr-632,cat-59,黒【くろ】い飲【の】み物【もの】,こーひー,coffee,コーヒー,,632,e_632_koohii.mp3
expr-633,cat-59,食【た】べ物【もの】を上【うえ】に入【い】れる物【もの】,さら,"plate, dish",皿,,633,e_633_sara.mp3
expr-634,cat-59,食【た】べる時【とき】に使【つか】う二【に】本【ほん】の木【き】,はし,chopsticks,箸,,634,e_634_hashi.mp3
expr-635,cat-59,飲【の】み物【もの】を入【い】れる物【もの】,こっぷ,"cup, glass",コップ,,635,e_635_koppu.mp3
expr-636,cat-59,水【みず】や飲【の】み物【もの】を入【い】れる物【もの】,びん,bottle,瓶,,636,e_636_bin.mp3
expr-637,cat-59,火【ひ】で食【た】べ物【もの】を作【つく】る物【もの】,なべ,"pot, pan",鍋,,637,e_637_nabe.mp3
expr-638,cat-59,食【た】べ物【もの】を切【き】る物【もの】,ほうちょう,kitchen knife,包丁,,638,e_638_houchou.mp3
expr-639,cat-59,食【た】べ物【もの】を寒【さむ】くして入【い】れる物【もの】,れいぞうこ,refrigerator,冷蔵庫,,639,e_639_reizouko.mp3
expr-640,cat-59,とても寒【さむ】くなった水【みず】,こおり,ice,氷,,640,e_640_koori.mp3
expr-641,cat-59,食【た】べ物【もの】を火【ひ】で作【つく】る時【とき】に使【つか】う物【もの】,あぶら,oil,油,,641,e_641_abura.mp3
expr-642,cat-59,水【みず】で作【つく】った暑【あつ】い食【た】べ物【もの】,すーぷ,soup,スープ,,642,e_642_suupu.mp3
expr-643,cat-59,切【き】った草【くさ】の食【た】べ物【もの】,さらだ,salad,サラダ,,643,e_643_sarada.mp3
expr-644,cat-59,食【た】べて口【くち】で良【よ】い感【かん】じ,あまい,sweet,甘い,,644,e_644_amai.mp3
expr-645,cat-59,食【た】べて口【くち】で悪【わる】い感【かん】じ,にがい,bitter,苦い,,645,e_645_nigai.mp3
expr-646,cat-59,口【くち】に強【つよ】い感【かん】じがする食【た】べ物【もの】の事【こと】,からい,"spicy, hot",辛い,,646,e_646_karai.mp3
expr-647,cat-59,口【くち】がとても変【へん】に感【かん】じる食【た】べ物【もの】の事【こと】,すっぱい,sour,酸っぱい,,647,e_647_suppai.mp3
expr-648,cat-59,食【た】べ物【もの】が口【くち】で良【よ】い感【かん】じがする,おいしい,delicious,美味しい,,648,e_648_oishii.mp3
expr-649,cat-59,食【た】べ物【もの】の口【くち】の感【かん】じが悪【わる】い,まずい,bad-tasting,まずい,,649,e_649_mazui.mp3
expr-650,cat-59,火【ひ】で食【た】べ物【もの】を作【つく】る,やく,"to grill, to bake",焼く,,650,e_650_yaku.mp3
expr-651,cat-59,水【みず】と火【ひ】で食【た】べ物【もの】を作【つく】る,にる,"to boil, to simmer",煮る,,651,e_651_niru.mp3
expr-652,cat-59,暑【あつ】い水【みず】のような物【もの】で食【た】べ物【もの】を作【つく】る,あげる,to deep-fry,揚げる,,652,e_652_ageru.mp3
expr-653,cat-59,食【た】べ物【もの】が欲【ほ】しくなる,はらがへる,to get hungry,腹が減る,,653,e_653_haragaheru.mp3
expr-654,cat-59,飲【の】み物【もの】が欲【ほ】しくなる,のどがかわく,to get thirsty,喉が渇く,,654,e_654_nodogakawaku.mp3
expr-655,cat-60,体【からだ】が悪【わる】い時【とき】,びょうき,"illness, disease",病気,,655,e_655_byouki.mp3
expr-656,cat-60,体【からだ】を良【よ】くするために飲【の】む物【もの】,くすり,medicine,薬,,656,e_656_kusuri.mp3
expr-657,cat-60,体【からだ】が壊【こわ】れた事【こと】,けが,injury,怪我,,657,e_657_kega.mp3
expr-658,cat-60,体【からだ】が悪【わる】く感【かん】じる,いたい,"painful, hurts",痛い,,658,e_658_itai.mp3
expr-659,cat-60,体【からだ】がとても暑【あつ】くなる事【こと】,ねつ,fever,熱,,659,e_659_netsu.mp3
expr-660,cat-60,体【からだ】が悪【わる】くて暑【あつ】くなる事【こと】,かぜ,cold (illness),風邪,,660,e_660_kaze.mp3
expr-661,cat-60,口【くち】から強【つよ】く空【くう】気【き】が出【で】る事【こと】,せき,cough,咳,,661,e_661_seki.mp3
expr-662,cat-60,体【からだ】の中【なか】にある赤【あか】い水【みず】,ち,blood,血,,662,e_662_chi.mp3
expr-663,cat-60,体【からだ】の中【なか】にある強【つよ】い物【もの】,ほね,bone,骨,,663,e_663_hone.mp3
expr-664,cat-60,体【からだ】の外【そと】の所【ところ】,はだ,skin,肌,,664,e_664_hada.mp3
expr-665,cat-60,体【からだ】を動【うご】かす物【もの】,きんにく,muscle,筋肉,,665,e_665_kinniku.mp3
expr-666,cat-60,口【くち】の中【なか】で食【た】べ物【もの】を切【き】る白【しろ】い物【もの】,は,"tooth, teeth",歯,,666,e_666_ha.mp3
expr-667,cat-60,手【て】や足【あし】の終【お】わりの長【なが】い所【ところ】,ゆび,"finger, toe",指,,667,e_667_yubi.mp3
expr-668,cat-60,頭【あたま】の下【した】、手【て】の上【うえ】にある体【からだ】の所【ところ】,かた,shoulder,肩,,668,e_668_kata.mp3
expr-669,cat-60,体【からだ】の中【なか】ほどにある所【ところ】,こし,"lower back, hips",腰,,669,e_669_koshi.mp3
